,belong
14133,1.0
6923,1.0
1035,1.0
3751,1.0
3776,1.0
2710,1.0
12332,1.0
13038,1.0
15830,1.0
5503,1.0
1742,1.0
14258,1.0
13089,1.0
8956,1.0
8616,1.0
2859,1.0
8512,1.0
9057,1.0
659,1.0
16027,1.0
2926,1.0
6042,1.0
12775,1.0
9137,1.0
7824,1.0
14218,1.0
1670,1.0
11742,1.0
9853,1.0
1980,1.0
13119,1.0
3731,1.0
2265,1.0
4412,1.0
15751,1.0
10884,1.0
3159,1.0
4601,1.0
11223,1.0
11095,1.0
2738,1.0
15627,1.0
11413,1.0
4368,1.0
14603,1.0
4786,1.0
10632,1.0
7542,1.0
7983,1.0
1211,1.0
9287,1.0
9497,1.0
10318,1.0
11725,1.0
3684,1.0
12180,1.0
11115,1.0
2207,1.0
13123,1.0
1628,1.0
3728,1.0
3472,1.0
8867,1.0
10218,1.0
6738,1.0
5036,1.0
15777,1.0
3883,1.0
12727,1.0
9129,1.0
14244,1.0
15352,1.0
12380,1.0
15583,1.0
14922,1.0
10233,1.0
7621,1.0
6714,1.0
6259,1.0
13011,1.0
2016,1.0
6769,1.0
10471,1.0
13128,1.0
3453,1.0
3786,1.0
5357,1.0
11339,1.0
3602,1.0
7652,1.0
401,1.0
3521,1.0
14162,1.0
14395,1.0
12214,1.0
3612,1.0
421,1.0
1254,1.0
3399,1.0
2966,1.0
2379,1.0
13670,1.0
6930,1.0
7354,1.0
1076,1.0
11363,1.0
10290,1.0
14373,1.0
763,1.0
13028,1.0
5726,1.0
9819,1.0
12315,1.0
8006,1.0
11068,1.0
14827,1.0
12263,1.0
4215,1.0
7878,1.0
9565,1.0
5935,1.0
14299,1.0
9333,1.0
11567,1.0
5680,1.0
9703,1.0
2019,1.0
7612,1.0
1687,1.0
10821,1.0
8128,1.0
11140,1.0
6211,1.0
1315,1.0
11325,1.0
3279,1.0
13854,1.0
15589,1.0
6078,1.0
8878,1.0
12078,1.0
6558,1.0
9495,1.0
10986,1.0
5688,1.0
2986,1.0
50,1.0
15506,1.0
10800,1.0
15691,1.0
7825,1.0
5791,1.0
8407,1.0
6369,1.0
13985,1.0
1345,1.0
10590,1.0
7537,1.0
9634,1.0
2560,1.0
15768,1.0
3051,1.0
6772,1.0
203,1.0
13900,1.0
10908,1.0
4552,1.0
10570,1.0
5356,1.0
12870,1.0
5426,1.0
16028,1.0
10153,1.0
6719,1.0
14074,1.0
13205,1.0
12333,1.0
1290,1.0
12103,1.0
1763,1.0
5402,1.0
4849,1.0
15221,1.0
8382,1.0
5270,1.0
3614,1.0
12131,1.0
8156,1.0
10955,1.0
6305,1.0
10346,1.0
14219,1.0
5015,1.0
8047,1.0
7120,1.0
3344,1.0
2433,1.0
8475,1.0
11706,1.0
7116,1.0
6934,1.0
8704,1.0
4987,1.0
343,1.0
2260,1.0
11026,1.0
16046,1.0
10633,1.0
16184,1.0
10515,1.0
4254,1.0
14929,1.0
9141,1.0
1726,1.0
5488,1.0
10957,1.0
15215,1.0
4099,1.0
13190,1.0
738,1.0
4864,1.0
9012,1.0
1647,1.0
5675,1.0
8565,1.0
1716,1.0
9679,1.0
11819,1.0
5559,1.0
13557,1.0
3992,1.0
14978,1.0
9019,1.0
11036,1.0
14838,1.0
3613,1.0
10119,1.0
4506,1.0
13755,1.0
13778,1.0
11564,1.0
2890,1.0
10026,1.0
8919,1.0
2688,1.0
7572,1.0
5551,1.0
2424,1.0
14018,1.0
966,1.0
13154,1.0
320,1.0
200,1.0
12246,1.0
3376,1.0
11863,1.0
3407,1.0
9753,1.0
4569,1.0
7654,1.0
14877,1.0
10021,1.0
1540,1.0
2183,1.0
13262,1.0
15939,1.0
3298,1.0
3300,1.0
2624,1.0
15045,1.0
3105,1.0
15205,1.0
2253,1.0
1141,1.0
13274,1.0
9356,1.0
6502,1.0
1147,1.0
11215,1.0
7254,1.0
7145,1.0
10316,1.0
423,1.0
3008,1.0
9292,1.0
11629,1.0
14530,1.0
11134,1.0
15373,1.0
6143,1.0
11554,1.0
7905,1.0
3907,1.0
3909,1.0
2006,1.0
1781,1.0
8173,1.0
6508,1.0
10376,1.0
3930,1.0
14094,1.0
1884,1.0
15293,1.0
1071,1.0
1164,1.0
10728,1.0
7436,1.0
10030,1.0
8242,1.0
12599,1.0
10578,1.0
12890,1.0
4299,1.0
2110,1.0
8051,1.0
1839,1.0
3233,1.0
13439,1.0
1272,1.0
8284,1.0
5093,1.0
6169,1.0
10736,1.0
6076,1.0
12548,1.0
11443,1.0
4541,1.0
1456,1.0
7810,1.0
3654,1.0
9065,1.0
11660,1.0
9671,1.0
15977,1.0
10304,1.0
11468,1.0
10636,1.0
10808,1.0
9826,1.0
13822,1.0
11935,1.0
5669,1.0
12292,1.0
7433,1.0
14883,1.0
3760,1.0
8402,1.0
3545,1.0
2414,1.0
6884,1.0
2466,1.0
8265,1.0
13982,1.0
6668,1.0
13650,1.0
6225,1.0
12513,1.0
10993,1.0
5321,1.0
2590,1.0
4347,1.0
14498,1.0
6521,1.0
12354,1.0
12613,1.0
3409,1.0
12567,1.0
9960,1.0
6456,1.0
9011,1.0
12173,1.0
853,1.0
9206,1.0
10914,1.0
9971,1.0
12245,1.0
5366,1.0
11106,1.0
4591,1.0
2796,1.0
8957,1.0
1329,1.0
673,1.0
5704,1.0
8481,1.0
13183,1.0
7601,1.0
13418,1.0
6523,1.0
15391,1.0
10693,1.0
12623,1.0
14637,1.0
9802,1.0
12838,1.0
3489,1.0
8561,1.0
1021,1.0
1487,1.0
9482,1.0
12987,1.0
6789,1.0
6488,1.0
7969,1.0
1352,1.0
6411,1.0
6802,1.0
8202,1.0
12,1.0
647,1.0
15259,1.0
15661,1.0
6843,1.0
8324,1.0
4202,1.0
5180,1.0
3824,1.0
263,1.0
14886,1.0
16134,1.0
517,1.0
15405,1.0
7109,1.0
12057,1.0
15803,1.0
16182,1.0
7938,1.0
8967,1.0
680,1.0
2080,1.0
2988,1.0
13313,1.0
10584,1.0
240,1.0
10125,1.0
8301,1.0
14604,1.0
10155,1.0
2982,1.0
3157,1.0
10868,1.0
10019,1.0
392,1.0
2584,1.0
12205,1.0
16163,1.0
12460,1.0
3021,1.0
4470,1.0
11396,1.0
16083,1.0
210,1.0
13483,1.0
6348,1.0
13392,1.0
4953,1.0
7634,1.0
3808,1.0
8627,1.0
4785,1.0
11403,1.0
3060,1.0
8343,1.0
3908,1.0
12854,1.0
13978,1.0
1418,1.0
4976,1.0
9454,1.0
10088,1.0
3980,1.0
13451,1.0
3951,1.0
7816,1.0
10900,1.0
16245,1.0
7849,1.0
1026,1.0
12736,1.0
10489,1.0
4984,1.0
9754,1.0
11926,1.0
10659,1.0
3348,1.0
13242,1.0
9811,1.0
16003,1.0
4574,1.0
16037,1.0
11003,1.0
9419,1.0
4805,1.0
15943,1.0
2996,1.0
3485,1.0
1303,1.0
7107,1.0
3123,1.0
3830,1.0
15788,1.0
7753,1.0
5367,1.0
12860,1.0
1165,1.0
1242,1.0
13414,1.0
3468,1.0
13335,1.0
2267,1.0
12802,1.0
10789,1.0
15489,1.0
1195,1.0
2823,1.0
15112,1.0
1112,1.0
15294,1.0
13147,1.0
9684,1.0
5297,1.0
5908,1.0
7205,1.0
15570,1.0
5938,1.0
9567,1.0
15036,1.0
8293,1.0
10011,1.0
4124,1.0
991,1.0
9189,1.0
4405,1.0
11182,1.0
384,1.0
2607,1.0
1203,1.0
7782,1.0
10851,1.0
14834,1.0
7255,1.0
5228,1.0
12344,1.0
1679,1.0
9399,1.0
11024,1.0
5543,1.0
15578,1.0
15747,1.0
497,1.0
2144,1.0
16189,1.0
11258,1.0
5979,1.0
13166,1.0
420,1.0
6555,1.0
11916,1.0
8604,1.0
14518,1.0
2872,1.0
2282,1.0
1127,1.0
4778,1.0
13853,1.0
3863,1.0
10923,1.0
7138,1.0
8666,1.0
8158,1.0
8720,1.0
13349,1.0
3198,1.0
3474,1.0
2528,1.0
12202,1.0
12944,1.0
8669,1.0
4868,1.0
7238,1.0
8430,1.0
7493,1.0
10622,1.0
11414,1.0
15572,1.0
2764,1.0
14927,1.0
12327,1.0
2292,1.0
7089,1.0
873,1.0
6057,1.0
6184,1.0
14596,1.0
8556,1.0
5754,1.0
3690,1.0
11654,1.0
15701,1.0
10740,1.0
11909,1.0
15246,1.0
248,1.0
14328,1.0
7388,1.0
6313,1.0
11048,1.0
4349,1.0
10142,1.0
4693,1.0
14843,1.0
142,1.0
6955,1.0
2681,1.0
2026,1.0
11004,1.0
15092,1.0
2329,1.0
9063,1.0
11533,1.0
70,1.0
3599,1.0
4547,1.0
5658,1.0
4407,1.0
6459,1.0
9164,1.0
4069,1.0
5120,1.0
16194,1.0
2380,1.0
13258,1.0
10433,1.0
9160,1.0
12219,1.0
2912,1.0
943,1.0
11255,1.0
1183,1.0
9773,1.0
7556,1.0
16104,1.0
10090,1.0
2654,1.0
13223,1.0
552,1.0
2054,1.0
5541,1.0
3845,1.0
9700,1.0
4245,1.0
11643,1.0
12175,1.0
2241,1.0
15976,1.0
14051,1.0
8762,1.0
8551,1.0
5454,1.0
14381,1.0
12209,1.0
1142,1.0
8281,1.0
10241,1.0
2851,1.0
10105,1.0
795,1.0
8291,1.0
4783,1.0
16164,1.0
7084,1.0
389,1.0
5690,1.0
13180,1.0
11154,1.0
12919,1.0
4091,1.0
4930,1.0
7779,1.0
9327,1.0
12981,1.0
15543,1.0
6300,1.0
1025,1.0
345,1.0
1979,1.0
4533,1.0
7117,1.0
8508,1.0
6722,1.0
5876,1.0
13915,1.0
4511,1.0
12671,1.0
12291,1.0
4997,1.0
3718,1.0
8188,1.0
5215,1.0
12774,1.0
15845,1.0
1365,1.0
15023,1.0
11481,1.0
1916,1.0
7349,1.0
1305,1.0
4273,1.0
8267,1.0
15136,1.0
12443,1.0
8412,1.0
5103,1.0
3538,1.0
5364,1.0
13749,1.0
8892,1.0
11859,1.0
9034,1.0
4765,1.0
15806,1.0
7872,1.0
8605,1.0
2909,1.0
11371,1.0
1168,1.0
612,1.0
7900,1.0
10273,1.0
14648,1.0
1249,1.0
5275,1.0
10867,1.0
1657,1.0
8741,1.0
6141,1.0
5222,1.0
2147,1.0
15298,1.0
456,1.0
10831,1.0
2512,1.0
3560,1.0
4698,1.0
3443,1.0
10104,1.0
8168,1.0
11697,1.0
4192,1.0
7798,1.0
6509,1.0
5135,1.0
12324,1.0
13311,1.0
12345,1.0
15005,1.0
4579,1.0
14942,1.0
4325,1.0
12474,1.0
820,1.0
5569,1.0
67,1.0
13213,1.0
2251,1.0
6410,1.0
8750,1.0
15053,1.0
356,1.0
12776,1.0
15919,1.0
1550,1.0
5760,1.0
3342,1.0
8687,1.0
4100,1.0
12378,1.0
4430,1.0
7418,1.0
3103,1.0
5873,1.0
1537,1.0
15784,1.0
2816,1.0
6295,1.0
14668,1.0
10505,1.0
3029,1.0
13099,1.0
4378,1.0
11159,1.0
15074,1.0
2360,1.0
7495,1.0
9817,1.0
3529,1.0
4684,1.0
549,1.0
16072,1.0
7135,1.0
7524,1.0
1271,1.0
5123,1.0
7589,1.0
6385,1.0
4744,1.0
9412,1.0
11340,1.0
14747,1.0
5282,1.0
7841,1.0
275,1.0
10131,1.0
11939,1.0
5279,1.0
11968,1.0
15378,1.0
13209,1.0
12521,1.0
1440,1.0
889,1.0
4181,1.0
15549,1.0
13746,1.0
12526,1.0
6264,1.0
7682,1.0
1177,1.0
9606,1.0
9069,1.0
13003,1.0
3074,1.0
7444,1.0
13857,1.0
8499,1.0
3921,1.0
3733,1.0
1146,1.0
867,1.0
4149,1.0
16212,1.0
15825,1.0
6740,1.0
3508,1.0
6832,1.0
11364,1.0
6358,1.0
5878,1.0
9358,1.0
2204,1.0
7359,1.0
15263,1.0
12242,1.0
2820,1.0
12279,1.0
14026,1.0
15520,1.0
6494,1.0
9014,1.0
9362,1.0
9805,1.0
9615,1.0
4344,1.0
7929,1.0
1886,1.0
10555,1.0
9113,1.0
5219,1.0
1845,1.0
11448,1.0
1768,1.0
13255,1.0
6775,1.0
8316,1.0
3710,1.0
10138,1.0
12728,1.0
9555,1.0
5821,1.0
3220,1.0
13730,1.0
10972,1.0
1474,1.0
8414,1.0
10709,1.0
2944,1.0
8310,1.0
5003,1.0
13482,1.0
16286,1.0
9155,1.0
4775,1.0
5653,1.0
2813,1.0
5861,1.0
4013,1.0
2446,1.0
1619,1.0
1777,1.0
15459,1.0
15739,1.0
14990,1.0
6532,1.0
13035,1.0
10699,1.0
12448,1.0
14399,1.0
6271,1.0
900,1.0
3287,1.0
4022,1.0
1518,1.0
14559,1.0
11330,1.0
9286,1.0
9663,1.0
10487,1.0
2888,1.0
6895,1.0
2685,1.0
10386,1.0
12531,1.0
2592,1.0
10192,1.0
7392,1.0
6632,1.0
3302,1.0
6210,1.0
6269,1.0
1851,1.0
5301,1.0
5049,1.0
8891,1.0
323,1.0
12741,1.0
1446,1.0
13894,1.0
10716,1.0
9342,1.0
1868,1.0
4258,1.0
8731,1.0
911,1.0
4168,1.0
2638,1.0
6983,1.0
10384,1.0
2999,1.0
13792,1.0
4710,1.0
11583,1.0
4053,1.0
9564,1.0
10162,1.0
16265,1.0
9354,1.0
14717,1.0
6627,1.0
13015,1.0
629,1.0
82,1.0
15415,1.0
10770,1.0
11870,1.0
16248,1.0
782,1.0
15929,1.0
2203,1.0
976,1.0
15187,1.0
15176,1.0
5499,1.0
14878,1.0
7260,1.0
10287,1.0
4032,1.0
3108,1.0
14474,1.0
7416,1.0
1599,1.0
14505,1.0
6861,1.0
15388,1.0
12852,1.0
6666,1.0
1757,1.0
9393,1.0
3484,1.0
5237,1.0
9490,1.0
6129,1.0
5226,1.0
8249,1.0
8179,1.0
8848,1.0
4995,1.0
5299,1.0
9360,1.0
3132,1.0
11970,1.0
3139,1.0
10390,1.0
12544,1.0
6022,1.0
16239,1.0
15809,1.0
12615,1.0
2313,1.0
5157,1.0
12298,1.0
8282,1.0
4260,1.0
16062,1.0
3174,1.0
13568,1.0
838,1.0
15969,1.0
1542,1.0
8729,1.0
1015,1.0
3918,1.0
14252,1.0
7062,1.0
7051,1.0
14283,1.0
9491,1.0
2559,1.0
6898,1.0
5038,1.0
11512,1.0
6194,1.0
13247,1.0
1534,1.0
12190,1.0
12092,1.0
5732,1.0
12022,1.0
13613,1.0
5067,1.0
8079,1.0
1356,1.0
7741,1.0
7832,1.0
14800,1.0
12080,1.0
5583,1.0
8630,1.0
560,1.0
16230,1.0
1106,1.0
183,1.0
11910,1.0
1241,1.0
15409,1.0
9229,1.0
5832,1.0
13317,1.0
4144,1.0
2984,1.0
11322,1.0
14466,1.0
13754,1.0
5360,1.0
6518,1.0
9763,1.0
4042,1.0
4881,1.0
4719,1.0
10506,1.0
10362,1.0
10747,1.0
5556,1.0
14792,1.0
13809,1.0
9889,1.0
10121,1.0
9470,1.0
15395,1.0
2123,1.0
15162,1.0
9413,1.0
9238,1.0
12008,1.0
14535,1.0
56,1.0
10079,1.0
5300,1.0
2998,1.0
10519,1.0
3397,1.0
6991,1.0
1688,1.0
4278,1.0
12601,1.0
13777,1.0
5232,1.0
14280,1.0
15905,1.0
3088,1.0
4927,1.0
7829,1.0
13206,1.0
1937,1.0
2573,1.0
15408,1.0
12648,1.0
12469,1.0
9604,1.0
8149,1.0
388,1.0
14719,1.0
218,1.0
2716,1.0
147,1.0
15937,1.0
4723,1.0
12117,1.0
7896,1.0
13706,1.0
1957,1.0
2985,1.0
790,1.0
9574,1.0
11825,1.0
14037,1.0
7168,1.0
14805,1.0
3867,1.0
8110,1.0
9182,1.0
6546,1.0
8279,1.0
13171,1.0
16019,1.0
6964,1.0
262,1.0
12569,1.0
11882,1.0
9771,1.0
13375,1.0
10531,1.0
11243,1.0
6587,1.0
13287,1.0
2480,1.0
9588,1.0
7049,1.0
9547,1.0
10502,1.0
1526,1.0
182,1.0
14961,1.0
4623,1.0
3327,1.0
9756,1.0
11337,1.0
8216,1.0
2677,1.0
12099,1.0
1151,1.0
3224,1.0
12561,1.0
10760,1.0
13647,1.0
9106,1.0
5076,1.0
1935,1.0
9199,1.0
8602,1.0
2428,1.0
9594,1.0
8445,1.0
4734,1.0
52,1.0
5386,1.0
6572,1.0
1187,1.0
11639,1.0
3345,1.0
5903,1.0
3020,1.0
12793,1.0
6604,1.0
10980,1.0
9493,1.0
10680,1.0
9944,1.0
15370,1.0
12590,1.0
2148,1.0
7134,1.0
12000,1.0
13523,1.0
16102,1.0
6334,1.0
8421,1.0
3975,1.0
6396,1.0
8902,1.0
3726,1.0
3116,1.0
13953,1.0
6858,1.0
10188,1.0
4596,1.0
4712,1.0
6011,1.0
14145,1.0
7749,1.0
14851,1.0
12157,1.0
16133,1.0
5590,1.0
1585,1.0
8962,1.0
1086,1.0
1661,1.0
12107,1.0
2306,1.0
9433,1.0
12013,1.0
10064,1.0
10726,1.0
13554,1.0
10111,1.0
16259,1.0
6094,1.0
11320,1.0
725,1.0
3711,1.0
3686,1.0
10783,1.0
10683,1.0
14760,1.0
12645,1.0
3437,1.0
3639,1.0
3127,1.0
2121,1.0
12204,1.0
5534,1.0
15451,1.0
1310,1.0
6083,1.0
3247,1.0
4014,1.0
8915,1.0
13542,1.0
5385,1.0
6751,1.0
8294,1.0
10501,1.0
11383,1.0
10238,1.0
13101,1.0
7225,1.0
2286,1.0
12642,1.0
8589,1.0
6977,1.0
4362,1.0
780,1.0
9563,1.0
5734,1.0
8231,1.0
4908,1.0
15878,1.0
5452,1.0
13497,1.0
8058,1.0
2194,1.0
4230,1.0
10902,1.0
16139,1.0
12132,1.0
13027,1.0
3633,1.0
15106,1.0
14013,1.0
15305,1.0
13281,1.0
10392,1.0
13924,1.0
11434,1.0
12434,1.0
11487,1.0
12495,1.0
11623,1.0
7534,1.0
14941,1.0
5149,1.0
16153,1.0
10256,1.0
7724,1.0
7631,1.0
286,1.0
11252,1.0
5431,1.0
10127,1.0
9624,1.0
9194,1.0
8735,1.0
7595,1.0
10114,1.0
1989,1.0
530,1.0
2425,1.0
4555,1.0
789,1.0
13675,1.0
13478,1.0
4804,1.0
12094,1.0
14493,1.0
10494,1.0
1713,1.0
7719,1.0
12612,1.0
14921,1.0
1774,1.0
6133,1.0
10944,1.0
10279,1.0
13971,1.0
10859,1.0
15438,1.0
8904,1.0
13394,1.0
5342,1.0
14626,1.0
16022,1.0
907,1.0
11307,1.0
6346,1.0
7132,1.0
15229,1.0
9273,1.0
3502,1.0
13503,1.0
11781,1.0
12126,1.0
16006,1.0
3191,1.0
6906,1.0
15783,1.0
3826,1.0
14463,1.0
6345,1.0
11547,1.0
9789,1.0
13697,1.0
3989,1.0
8770,1.0
8576,1.0
10203,1.0
14320,1.0
13325,1.0
1622,1.0
9439,1.0
14767,1.0
8800,1.0
6988,1.0
11826,1.0
3312,1.0
6766,1.0
4963,1.0
11027,1.0
513,1.0
4296,1.0
7472,1.0
4253,1.0
6223,1.0
9203,1.0
4486,1.0
1088,1.0
13943,1.0
9768,1.0
1840,1.0
6936,1.0
11165,1.0
245,1.0
11766,1.0
6718,1.0
3160,1.0
14419,1.0
5865,1.0
9667,1.0
5162,1.0
4649,1.0
12566,1.0
4960,1.0
11761,1.0
1879,1.0
7143,1.0
9263,1.0
9317,1.0
5741,1.0
13974,1.0
3988,1.0
12673,1.0
2495,1.0
10556,1.0
3818,1.0
15390,1.0
8235,1.0
2460,1.0
8689,1.0
10372,1.0
10292,1.0
11764,1.0
9858,1.0
3307,1.0
14331,1.0
14104,1.0
3490,1.0
13257,1.0
10370,1.0
12353,1.0
5860,1.0
437,1.0
2376,1.0
12153,1.0
11086,1.0
196,1.0
5240,1.0
10537,1.0
3163,1.0
10883,1.0
2341,1.0
2930,1.0
362,1.0
9035,1.0
13928,1.0
5705,1.0
9153,1.0
6519,1.0
8825,1.0
3504,1.0
10262,1.0
15622,1.0
5018,1.0
9044,1.0
5703,1.0
5255,1.0
10571,1.0
15062,1.0
14876,1.0
11281,1.0
10309,1.0
15447,1.0
15534,1.0
4425,1.0
10327,1.0
7104,1.0
10937,1.0
10215,1.0
13566,1.0
14837,1.0
11883,1.0
9874,1.0
9954,1.0
13893,1.0
10027,1.0
2450,1.0
7809,1.0
7758,1.0
14686,1.0
7468,1.0
6446,1.0
1787,1.0
16065,1.0
3114,1.0
1710,1.0
7954,1.0
14436,1.0
14327,1.0
9050,1.0
2264,1.0
1344,1.0
16108,1.0
5316,1.0
9468,1.0
11312,1.0
2406,1.0
4706,1.0
1527,1.0
6824,1.0
6479,1.0
393,1.0
1767,1.0
11142,1.0
12509,1.0
2771,1.0
9058,1.0
6682,1.0
1175,1.0
15040,1.0
10475,1.0
3118,1.0
10038,1.0
12959,1.0
4523,1.0
963,1.0
10514,1.0
4024,1.0
8683,1.0
4491,1.0
6368,1.0
13683,1.0
4002,1.0
14779,1.0
12611,1.0
6777,1.0
739,1.0
1882,1.0
11497,1.0
6431,1.0
15756,1.0
3241,1.0
14287,1.0
2809,1.0
6489,1.0
7944,1.0
10910,1.0
2488,1.0
11915,1.0
13635,1.0
1323,1.0
4893,1.0
13102,1.0
9561,1.0
4187,1.0
15711,1.0
2728,1.0
11025,1.0
10582,1.0
5649,1.0
9067,1.0
2283,1.0
3500,1.0
5875,1.0
8645,1.0
4749,1.0
14152,1.0
14839,1.0
8595,1.0
1835,1.0
12908,1.0
3357,1.0
10410,1.0
6179,1.0
509,1.0
1579,1.0
4257,1.0
319,1.0
13241,1.0
9136,1.0
7004,1.0
4252,1.0
6636,1.0
13239,1.0
3213,1.0
11278,1.0
2000,1.0
2825,1.0
11527,1.0
2247,1.0
6451,1.0
12907,1.0
16242,1.0
16234,1.0
658,1.0
1457,1.0
10587,1.0
9678,1.0
12748,1.0
13285,1.0
7314,1.0
16026,1.0
1560,1.0
15317,1.0
15436,1.0
4796,1.0
9724,1.0
8969,1.0
13254,1.0
4200,1.0
12540,1.0
3576,1.0
2032,1.0
15252,1.0
143,1.0
77,1.0
10529,1.0
13820,1.0
13178,1.0
6363,1.0
12158,1.0
8846,1.0
6365,1.0
3625,1.0
12392,1.0
6644,1.0
7252,1.0
6972,1.0
7623,1.0
8461,1.0
5345,1.0
13823,1.0
3876,1.0
2632,1.0
10465,1.0
11244,1.0
2550,1.0
13355,1.0
431,1.0
2134,1.0
8879,1.0
3072,1.0
2219,1.0
2105,1.0
6859,1.0
6634,1.0
15412,1.0
11745,1.0
9925,1.0
1618,1.0
15867,1.0
4414,1.0
12097,1.0
525,1.0
4836,1.0
15765,1.0
13479,1.0
8061,1.0
13950,1.0
1143,1.0
13780,1.0
14062,1.0
4249,1.0
5768,1.0
7335,1.0
9909,1.0
2158,1.0
7136,1.0
3771,1.0
12261,1.0
7365,1.0
7358,1.0
6246,1.0
5276,1.0
6506,1.0
13862,1.0
4690,1.0
2212,1.0
13537,1.0
7792,1.0
3623,1.0
1512,1.0
6238,1.0
8001,1.0
6677,1.0
12430,1.0
11080,1.0
8931,1.0
9404,1.0
1074,1.0
12266,1.0
13906,1.0
8869,1.0
2430,1.0
13669,1.0
1644,1.0
6557,1.0
2216,1.0
16005,1.0
7987,1.0
4282,1.0
1730,1.0
9431,1.0
10780,1.0
770,1.0
6213,1.0
14624,1.0
2946,1.0
9023,1.0
14237,1.0
9727,1.0
8708,1.0
10545,1.0
10890,1.0
13020,1.0
1355,1.0
2317,1.0
10549,1.0
1778,1.0
10164,1.0
2906,1.0
16150,1.0
12677,1.0
10754,1.0
6291,1.0
9783,1.0
9179,1.0
10655,1.0
5451,1.0
2631,1.0
1413,1.0
1406,1.0
805,1.0
7914,1.0
3629,1.0
14352,1.0
3359,1.0
14506,1.0
7389,1.0
8523,1.0
15494,1.0
15544,1.0
359,1.0
8381,1.0
3102,1.0
6441,1.0
15108,1.0
2634,1.0
9228,1.0
7322,1.0
15749,1.0
3860,1.0
6595,1.0
10580,1.0
14776,1.0
9378,1.0
6337,1.0
11103,1.0
9402,1.0
4521,1.0
2308,1.0
12836,1.0
4889,1.0
15362,1.0
7860,1.0
16097,1.0
2572,1.0
1804,1.0
3110,1.0
6111,1.0
7074,1.0
3874,1.0
6277,1.0
7300,1.0
10942,1.0
7046,1.0
6444,1.0
12350,1.0
14794,1.0
13938,1.0
14208,1.0
13094,1.0
9957,1.0
15829,1.0
11881,1.0
11809,1.0
1239,1.0
1110,1.0
5985,1.0
1124,1.0
7869,1.0
12859,1.0
13534,1.0
1580,1.0
11008,1.0
3218,1.0
13611,1.0
1596,1.0
828,1.0
11456,1.0
9082,1.0
13062,1.0
13001,1.0
11684,1.0
15848,1.0
8229,1.0
12764,1.0
1426,1.0
222,1.0
6528,1.0
719,1.0
12715,1.0
9486,1.0
4116,1.0
9000,1.0
3270,1.0
12044,1.0
8070,1.0
5163,1.0
2641,1.0
3739,1.0
14386,1.0
4476,1.0
3993,1.0
5967,1.0
5024,1.0
9864,1.0
438,1.0
546,1.0
85,1.0
7237,1.0
93,1.0
2687,1.0
6628,1.0
5747,1.0
15516,1.0
1829,1.0
10223,1.0
9140,1.0
6197,1.0
14537,1.0
13421,1.0
2481,1.0
3517,1.0
13383,1.0
12471,1.0
5079,1.0
12147,1.0
8138,1.0
265,1.0
12071,1.0
6427,1.0
10976,1.0
11901,1.0
708,1.0
15216,1.0
8654,1.0
12960,1.0
5335,1.0
16179,1.0
3884,1.0
7163,1.0
13909,1.0
3495,1.0
8032,1.0
15942,1.0
6330,1.0
11889,1.0
15509,1.0
2178,1.0
4872,1.0
7921,1.0
2587,1.0
13326,1.0
582,1.0
5905,1.0
8875,1.0
9962,1.0
10191,1.0
10552,1.0
7533,1.0
12177,1.0
12251,1.0
4159,1.0
3668,1.0
12516,1.0
9003,1.0
10718,1.0
11680,1.0
11181,1.0
610,1.0
15361,1.0
1101,1.0
1629,1.0
2515,1.0
6694,1.0
8390,1.0
1264,1.0
11378,1.0
10745,1.0
1811,1.0
457,1.0
8139,1.0
13663,1.0
12164,1.0
722,1.0
8105,1.0
7288,1.0
13786,1.0
12800,1.0
15111,1.0
1683,1.0
15208,1.0
11382,1.0
10639,1.0
7911,1.0
10698,1.0
12377,1.0
7339,1.0
14067,1.0
1016,1.0
9553,1.0
9627,1.0
7381,1.0
2903,1.0
12582,1.0
2668,1.0
10620,1.0
12811,1.0
8505,1.0
15474,1.0
7071,1.0
11315,1.0
4666,1.0
1956,1.0
13158,1.0
5594,1.0
4198,1.0
8353,1.0
4048,1.0
5681,1.0
2931,1.0
5310,1.0
11030,1.0
12215,1.0
7660,1.0
15587,1.0
14965,1.0
6498,1.0
648,1.0
9198,1.0
11704,1.0
11865,1.0
13425,1.0
226,1.0
4958,1.0
13149,1.0
6873,1.0
5354,1.0
2543,1.0
13251,1.0
7802,1.0
12114,1.0
3510,1.0
10535,1.0
700,1.0
7421,1.0
16219,1.0
13532,1.0
8596,1.0
13720,1.0
1089,1.0
12056,1.0
7195,1.0
9312,1.0
15859,1.0
1268,1.0
13790,1.0
4233,1.0
15360,1.0
6035,1.0
5619,1.0
832,1.0
12606,1.0
4928,1.0
2684,1.0
6327,1.0
10782,1.0
10444,1.0
189,1.0
322,1.0
3000,1.0
1847,1.0
3757,1.0
1715,1.0
6008,1.0
4764,1.0
14065,1.0
259,1.0
10785,1.0
5189,1.0
16202,1.0
9462,1.0
13476,1.0
8754,1.0
15600,1.0
10434,1.0
14892,1.0
7681,1.0
831,1.0
1240,1.0
1558,1.0
15313,1.0
784,1.0
3924,1.0
3099,1.0
10561,1.0
11898,1.0
10085,1.0
184,1.0
7735,1.0
10807,1.0
10988,1.0
15605,1.0
5955,1.0
5798,1.0
12494,1.0
7655,1.0
5998,1.0
10160,1.0
11478,1.0
9762,1.0
14835,1.0
9689,1.0
13463,1.0
13748,1.0
13567,1.0
4812,1.0
